, True
Peace be to England, if that war return, True
From France to England, there to live in peace., True
England we love; and for that England's sake, True
With burden of our armour here we sweat., True
This toil of ours should be a work of thine;, True
But thou from loving England art so far,, True
That thou hast under-wrought his lawful king, True
Cut off the sequence of posterity,, True
Out-faced infant state and done a rape, True
Upon the maiden virtue of the crown., True
Look here upon thy brother Geffrey's face;, True
These eyes, these brows, were moulded out of his:, True
This little abstract doth contain that large, True
Which died in Geffrey, and the hand of time, True
Shall draw this brief into as huge a volume., True
That Geffrey was thy elder brother born,, True
And this his son; England was Geffrey's right, True
And this is Geffrey's: in the name of God, True
How comes it then that thou art call'd a king,, True
When living blood doth in these temples beat,, True
Which owe the crown that thou o'ermasterest?, True
, True
KING JOHN, True
, True
From whom hast thou this great commission, France,, True
To draw my answer from thy articles?, True
, True
KING PHILIP, True
, True
From that supernal judge, that stirs good thoughts, True
In any breast of strong authority,, True
To look into the blots and stains of right:, True
That judge hath made me guardian to this boy:, True
Under whose warrant I impeach thy wrong, True
And by whose help I mean to chastise it., True
, True
KING JOHN, True
, True
Alack, thou dost usurp authority., True
, True
KING PHILIP, True
, True
Excuse; it is to beat usurping down., True
, True
QUEEN ELINOR, True
, True
Who is it thou dost call usurper, France?, True
, True
CONSTANCE, True
, True
Let me make answer; thy usurping son., True
, True
QUEEN ELINOR, True
, True
Out, insolent! thy bastard shall be king,, True
That thou mayst be a queen, and cheque the world!, True
, True
CONSTANCE, True
, True
My bed was ever to thy son as true, True
As thine was to thy husband; and this boy, True
Liker in feature to his father Geffrey, True
Than thou and John in manners; being as like, True
As rain to water, or devil to his dam., True
My boy a bastard! By my soul, I think, True
His father never was so true begot:, True
It cannot be, an if thou wert his mother., True
, True
QUEEN ELINOR, True
, True
There's a good mother, boy, that blots thy father., True
, True
CONSTANCE, True
, True
There's a good grandam, boy, that would blot thee., True
, True
AUSTRIA, True
, True
Peace!, True
, True
BASTARD, True
, True
Hear the crier., True
, True
AUSTRIA, True
, True
What the devil art thou?, True
, True
BASTARD, True
, True
One that will play the devil, sir, with you,, True
An a' may catch your hide and you alone:, True
You are the hare of whom the proverb goes,, True
Whose valour plucks dead lions by the beard;, True
I'll smoke your skin-coat, an I catch you right;, True
Sirrah, look to't; i' faith, I will, i' faith., True
, True
BLANCH, True
, True
O, well did he become that lion's robe, True
That did disrobe the lion of that robe!, True
, True
BASTARD, True
, True
It lies as sightly on the back of him, True
As great Alcides' shows upon an ass:, True
But, ass, I'll take that burthen from your back,, True
Or lay on that shall make your shoulders crack., True
, True
AUSTRIA, True
, True
What craker is this same that deafs our ears, True
With this abundance of superfluous breath?, True
, True
KING PHILIP, True
, True
Lewis, determine what we shall do straight., True
, True
LEWIS, True
, True
Women and fools, break off your conference., True
King John, this is the very sum of all;, True
England and Ireland, Anjou, Touraine, Maine,, True
In right of Arthur do I claim of thee:, True
Wilt thou resign them and lay down thy arms?, True
, True
KING JOHN, True
, True
My life as soon: I do defy thee, France., True
Arthur of Bretagne, yield thee to my hand;, True
And out of my dear love I'll give thee more, True
Than e'er the coward hand of France can win:, True
Submit thee, boy., True
, True
QUEEN ELINOR, True
, True
Come to thy grandam, child., True
, True
CONSTANCE, True
, True
Do, child, go to it grandam, child:, True
Give grandam kingdom, and it grandam will, True
Give it a plum, a cherry, and a fig:, True
There's a good grandam., True
, True
ARTHUR, True
, True
Good my mother, peace!, True
I would that I were low laid in my grave:, True
I am not worth this coil that's made for me., True
, True
QUEEN ELINOR, True
, True
His mother shames him so, poor boy, he weeps., True
, True
CONSTANCE, True
, True
Now shame upon you, whether she does or no!, True
His grandam's wrongs, and not his mother's shames,, True
Draws those heaven-moving pearls from his poor eyes,, True
Which heaven shall take in nature of a fee;, True
Ay, with these crystal beads heaven shall be bribed, True
To do him justice and revenge on you., True
, True
QUEEN ELINOR, True
, True
Thou monstrous slanderer of heaven and earth!, True
, True
CONSTANCE, True
, True
Thou monstrous injurer of heaven and earth!, True
Call not me slanderer; thou and thine usurp, True
The dominations, royalties and rights, True
Of this oppressed boy: this is thy eld'st son's son,, True
Infortunate in nothing but in thee:, True
Thy sins are visited in this poor child;, True
The canon of the law is laid on him,, True
Being but the second generation, True
Removed from thy sin-conceiving womb., True
, True
KING JOHN, True
, True
Bedlam, have done., True
, True
CONSTANCE, True
, True
I have but this to say,, True
That he is not only plagued for her sin,, True
But God hath made her sin and her the plague, True
On this removed issue, plague for her, True
And with her plague; her sin his injury,, True
Her injury the beadle to her sin,, True
All punish'd in the person of this child,, True
And all for her; a plague upon her!, True
, True
QUEEN ELINOR, True
, True
Thou unadvised scold, I can produce, True
A will that bars the title of thy son., True
, True
CONSTANCE, True
, True
Ay, who doubts that? a will! a wicked will:, True
A woman's will; a canker'd grandam's will!, True
, True
KING PHILIP, True
, True
Peace, lady! pause, or be more temperate:, True
It ill beseems this presence to cry aim, True
To these ill-tuned repetitions., True
Some trumpet summon hither to the walls, True
These men of Angiers: let us hear them speak, True
Whose title they admit, Arthur's or John's., True
, True
Trumpet sounds. Enter certain Citizens upon the walls, True
, True
First Citizen, True
, True
Who is it that hath warn'd us to the walls?, True
, True
KING PHILIP, True
, True
'Tis France, for England., True
, True
KING JOHN, True
, True
England, for itself., True
You men of Angiers, and my loving subjects--, True
, True
KING PHILIP, True
, True
You loving men of Angiers, Arthur's subjects,, True
Our trumpet call'd you to this gentle parle--, True
, True
KING JOHN, True
, True
For our advantage; therefore hear us first., True
These flags of France, that are advanced here, True
Before the eye and prospect of your town,, True
Have hither march'd to your endamagement:, True
The cannons have their bowels full of wrath,, True
And ready mounted are they to spit forth, True
Their iron indignation 'gainst your walls:, True
All preparation for a bloody siege, True
All merciless proceeding by these French, True
Confronts your city's eyes, your winking gates;, True
And but for our approach those sleeping stones,, True
That as a waist doth girdle you about,, True
By the compulsion of their ordinance, True
By this time from their fixed beds of lime, True
Had been dishabited, and wide havoc made, True
For bloody power to rush upon your peace., True
But on the sight of us your lawful king,, True
Who painfully with much expedient march, True
Have brought a countercheque before your gates,, True
To save unscratch'd your city's threatened cheeks,, True
Behold, the French amazed vouchsafe a parle;, True
And now, instead of bullets wrapp'd in fire,, True
To make a shaking fever in your walls,, True
They shoot but calm words folded up in smoke,, True
To make a faithless error in your ears:, True
